epoch,loss,psnr,ssim,val_loss,val_psnr,val_ssim
0,0.010812285356223583,22.003114700317383,0.4802149832248688,0.004453424829989672,24.359067916870117,0.5969350337982178
1,0.0040083518251776695,25.18353843688965,0.6278215050697327,0.002862080931663513,26.539396286010742,0.6849830150604248
2,0.0031271453481167555,26.503637313842773,0.685576856136322,0.002600864041596651,26.99920082092285,0.7099781036376953
3,0.0028195513878017664,27.110565185546875,0.712046205997467,0.0028144267853349447,27.02191734313965,0.7047386765480042
4,0.0025670744944363832,27.559513092041016,0.7306341528892517,0.0023886915296316147,27.57584571838379,0.7300247550010681
5,0.0024533667601644993,27.843231201171875,0.740969717502594,0.0021892113145440817,28.23176383972168,0.7691438794136047
6,0.002392224036157131,28.017309188842773,0.7491331100463867,0.002304229186847806,27.81096839904785,0.7482369542121887
7,0.002319448394700885,28.1578311920166,0.7564266324043274,0.002161574549973011,28.455781936645508,0.7627941966056824
8,0.002247996861115098,28.35325050354004,0.7637730240821838,0.0020787629764527082,28.741552352905273,0.7758744359016418
9,0.002199963666498661,28.484983444213867,0.7693923115730286,0.0018781623803079128,29.196191787719727,0.7875356078147888
10,0.002178233815357089,28.575157165527344,0.7728372812271118,0.002032857621088624,28.462310791015625,0.7816205024719238
11,0.0021554611157625914,28.569744110107422,0.7734018564224243,0.0020296999718993902,28.719297409057617,0.7765946388244629
12,0.0020775538869202137,28.788671493530273,0.7794323563575745,0.001951692160218954,28.96735954284668,0.7839909195899963
13,0.002054691081866622,28.884471893310547,0.7839148640632629,0.0019114938331767917,29.0998592376709,0.7921021580696106
14,0.0020262969192117453,28.971519470214844,0.7861281633377075,0.0019227300072088838,28.97905921936035,0.7844724655151367
15,0.0020070651080459356,29.01474380493164,0.7895668745040894,0.0018505715997889638,29.06290626525879,0.7949831485748291
16,0.002037136349827051,28.99676513671875,0.7903434038162231,0.0017249422380700707,29.420656204223633,0.8003700375556946
17,0.001980508677661419,29.11602783203125,0.7916067838668823,0.0017725684447214007,29.6081485748291,0.8039730191230774
18,0.0019850151147693396,29.11386489868164,0.7922135591506958,0.0018478870624676347,29.098047256469727,0.7924389839172363
19,0.0019577122293412685,29.164888381958008,0.7943289875984192,0.0016661301488056779,29.78999900817871,0.8067706227302551
20,0.0019310710486024618,29.278478622436523,0.7972670793533325,0.0016947882249951363,29.683679580688477,0.8142730593681335
21,0.0019163591787219048,29.342681884765625,0.7992832660675049,0.0017512398771941662,29.70353889465332,0.8060219883918762
22,0.0019451427506282926,29.212078094482422,0.7970525622367859,0.0017343208892270923,29.300649642944336,0.8084860444068909
23,0.0018930399091914296,29.381450653076172,0.8025252223014832,0.0017139771953225136,29.427038192749023,0.8059025406837463
24,0.0018870860803872347,29.35658073425293,0.8028720617294312,0.0015879260608926415,29.88730812072754,0.8164467215538025
25,0.0018709040014073253,29.424968719482422,0.80361008644104,0.0017950140172615647,29.373977661132812,0.8041834831237793
26,0.001871659653261304,29.471054077148438,0.8054478168487549,0.0018242105143144727,29.610666275024414,0.8038663864135742
27,0.0018528930377215147,29.52583122253418,0.8072002530097961,0.0018328189617022872,29.32500457763672,0.8070639967918396
28,0.001867555663920939,29.505922317504883,0.8072815537452698,0.0016454498982056975,29.79657554626465,0.816385805606842
29,0.0017997086979448795,29.68899154663086,0.8097617626190186,0.0017073252238333225,29.513992309570312,0.8158266544342041
30,0.001845244551077485,29.617128372192383,0.8095247149467468,0.001716338680125773,29.43630027770996,0.8093597292900085
31,0.0018109376542270184,29.628475189208984,0.8101810812950134,0.0015723059186711907,29.875699996948242,0.8094065189361572
32,0.0017989010084420443,29.659353256225586,0.811505913734436,0.0018349378369748592,29.44792366027832,0.799945056438446
33,0.001801626174710691,29.709169387817383,0.8117271065711975,0.0017023504478856921,29.797056198120117,0.8180694580078125
34,0.0018041826551780105,29.70791244506836,0.8133656978607178,0.0017186651239171624,29.60872459411621,0.8113438487052917
35,0.0017674865666776896,29.814990997314453,0.814993679523468,0.0016161968233063817,29.809249877929688,0.8154274821281433
36,0.0017828329000622034,29.764787673950195,0.8156021237373352,0.0015460258582606912,30.02557945251465,0.8293059468269348
37,0.0017605905886739492,29.86785888671875,0.81527179479599,0.0016923922812566161,29.570693969726562,0.8135403990745544
38,0.0017785986419767141,29.817453384399414,0.8161371350288391,0.0017022100510075688,30.019704818725586,0.8277466893196106
39,0.0017687127692624927,29.860227584838867,0.8170773983001709,0.0015346017898991704,29.97037696838379,0.8252546191215515
40,0.0017404216341674328,29.867725372314453,0.8185034990310669,0.0017224039183929563,30.012563705444336,0.8241814970970154
41,0.001806190819479525,29.775400161743164,0.8152929544448853,0.0016657259548082948,29.94133949279785,0.8249497413635254
42,0.0017272643744945526,29.858049392700195,0.8177868127822876,0.0019893150310963392,29.06647491455078,0.795127809047699
43,0.00177290930878371,29.79560089111328,0.8154760003089905,0.0017725907964631915,29.928123474121094,0.8118770718574524
44,0.0017649111105129123,29.854387283325195,0.8170621395111084,0.0017754632281139493,29.803627014160156,0.8301281332969666
45,0.0017432336462661624,29.882322311401367,0.8184746503829956,0.0016851461259648204,29.784162521362305,0.8271127343177795
46,0.001758527010679245,29.89103126525879,0.8201099634170532,0.0015838019317016006,30.39485740661621,0.8322418332099915
47,0.0017095449147745967,30.01244354248047,0.8209056854248047,0.0016039347974583507,29.89898681640625,0.8172233700752258
48,0.0017109221080318093,30.00072479248047,0.8210134506225586,0.0014774809824302793,30.68006706237793,0.8257026672363281
49,0.001724417437799275,30.002418518066406,0.8211712837219238,0.0016268868930637836,30.106340408325195,0.8274698853492737
