epoch,loss,psnr,val_loss,val_psnr
0,0.03688887506723404,14.893439292907715,0.016645651310682297,18.512094497680664
1,0.02818712219595909,16.063404083251953,0.012945194728672504,19.741331100463867
2,0.02650470659136772,16.379016876220703,0.011896797455847263,20.291955947875977
3,0.025653112679719925,16.54351234436035,0.01230690162628889,20.122018814086914
4,0.024623364210128784,16.755136489868164,0.01123053953051567,20.493322372436523
5,0.024405695497989655,16.808677673339844,0.011293823830783367,20.330238342285156
6,0.02394484356045723,16.913902282714844,0.011659092269837856,20.33993911743164
7,0.02367577701807022,16.971179962158203,0.010316429659724236,20.91364097595215
8,0.02338770218193531,17.033382415771484,0.009875249117612839,21.182321548461914
9,0.02311166375875473,17.100101470947266,0.01046191155910492,20.95869255065918
10,0.022849803790450096,17.16312599182129,0.010790382511913776,20.7081298828125
11,0.02263818122446537,17.207250595092773,0.010382755659520626,20.77949333190918
12,0.022528771311044693,17.223783493041992,0.009975604712963104,20.938249588012695
13,0.02242054045200348,17.25845718383789,0.010989462025463581,20.771921157836914
14,0.02232254110276699,17.30668830871582,0.009807951748371124,21.025556564331055
15,0.02204391360282898,17.364784240722656,0.011150285601615906,20.752717971801758
16,0.021826231852173805,17.410051345825195,0.009302857331931591,21.367050170898438
17,0.02201259508728981,17.35774803161621,0.010330921970307827,20.935958862304688
18,0.021904949098825455,17.399211883544922,0.00879653263837099,21.720977783203125
19,0.021670294925570488,17.465272903442383,0.009258377365767956,21.475744247436523
20,0.021712737157940865,17.448495864868164,0.009329128079116344,21.644638061523438
21,0.02158728428184986,17.469161987304688,0.010830600745975971,21.081499099731445
22,0.021471939980983734,17.516170501708984,0.009309814311563969,21.394121170043945
23,0.021570608019828796,17.488027572631836,0.009399628266692162,21.2825984954834
24,0.021484004333615303,17.51066780090332,0.009682614356279373,21.446760177612305
25,0.021180178970098495,17.595050811767578,0.009337489493191242,21.541006088256836
26,0.021262578666210175,17.553133010864258,0.009696418419480324,21.077760696411133
27,0.021095022559165955,17.614797592163086,0.009142191149294376,21.571517944335938
28,0.021092748269438744,17.61501121520996,0.00875991489738226,21.73145294189453
29,0.02120789885520935,17.588727951049805,0.009137317538261414,21.562101364135742
30,0.020814379677176476,17.661230087280273,0.008115164004266262,21.909408569335938
31,0.021007714793086052,17.624351501464844,0.008644279092550278,21.662805557250977
32,0.0209354218095541,17.649457931518555,0.009303636848926544,21.681106567382812
33,0.020916959270834923,17.66226577758789,0.008671057410538197,21.926605224609375
34,0.020786896347999573,17.718650817871094,0.00951768085360527,21.521194458007812
35,0.020686492323875427,17.728090286254883,0.008618787862360477,21.542024612426758
36,0.020719515159726143,17.73072052001953,0.008384032174944878,21.9468994140625
37,0.020806267857551575,17.7037410736084,0.008761550299823284,21.639162063598633
38,0.020721640437841415,17.719085693359375,0.00866458099335432,21.535486221313477
39,0.020661281421780586,17.75054931640625,0.007860101759433746,22.082731246948242
40,0.020499782636761665,17.764245986938477,0.009618423879146576,21.24467658996582
41,0.020591195672750473,17.74524688720703,0.008844686672091484,21.796506881713867
42,0.02069699950516224,17.711950302124023,0.008766274899244308,21.61199951171875
43,0.0203691516071558,17.801546096801758,0.008671439252793789,22.16259002685547
44,0.020553112030029297,17.783674240112305,0.008639411069452763,21.869834899902344
45,0.020458810031414032,17.74950408935547,0.008720929734408855,21.750038146972656
46,0.02020769938826561,17.853960037231445,0.00875879731029272,21.602684020996094
47,0.020204877480864525,17.860885620117188,0.008977585472166538,21.583032608032227
48,0.02044583670794964,17.782777786254883,0.008237738162279129,21.802324295043945
49,0.0203749667853117,17.827415466308594,0.008513540960848331,22.029296875
