epoch,loss,ssim,val_loss,val_ssim
0,0.023814478889107704,0.11030524969100952,0.02272004447877407,0.10528870671987534
1,0.021382100880146027,0.11292984336614609,0.022477777674794197,0.10609188675880432
2,0.0213483739644289,0.11315803229808807,0.022122422233223915,0.10617149621248245
3,0.02108832262456417,0.11340509355068207,0.022221926599740982,0.10669688135385513
4,0.021041344851255417,0.11361891776323318,0.022240620106458664,0.10681068897247314
5,0.020998625084757805,0.1138182207942009,0.022333277389407158,0.1070580780506134
6,0.02090553194284439,0.11389262229204178,0.022242587059736252,0.10685154795646667
7,0.020810402929782867,0.11422880738973618,0.022373106330633163,0.10653705894947052
8,0.02073984406888485,0.11415763944387436,0.022252218797802925,0.1068669930100441
9,0.02074681967496872,0.11419927328824997,0.022544529289007187,0.10680907219648361
10,0.020641811192035675,0.11449255049228668,0.023377735167741776,0.10611428320407867
11,0.020547417923808098,0.1145501434803009,0.022920992225408554,0.10660135746002197
12,0.020443955436348915,0.11457063257694244,0.022847360000014305,0.10634157806634903
13,0.020409855991601944,0.11480899900197983,0.02214743010699749,0.10664194077253342
14,0.020405776798725128,0.11482689529657364,0.022734804078936577,0.10660991817712784
15,0.020322740077972412,0.11491397768259048,0.022253261879086494,0.10707870870828629
16,0.02033204771578312,0.11498883366584778,0.022609489038586617,0.10656002163887024
17,0.02019806206226349,0.11506592482328415,0.022327998653054237,0.10668988525867462
18,0.020173238590359688,0.11530248075723648,0.02231554500758648,0.10718739777803421
19,0.020166413858532906,0.11537167429924011,0.022308534011244774,0.10673824697732925
20,0.02022550255060196,0.11525305360555649,0.0225658118724823,0.10721481591463089
21,0.02009819634258747,0.11539358645677567,0.02216724306344986,0.10696365684270859
22,0.020065516233444214,0.11549510806798935,0.02256522886455059,0.10664640367031097
23,0.02006775140762329,0.11549287289381027,0.023021310567855835,0.10657553374767303
24,0.019993670284748077,0.11579649150371552,0.022478334605693817,0.10703573375940323
25,0.019975053146481514,0.1157454252243042,0.0219897273927927,0.10694720596075058
26,0.019998837262392044,0.1157122328877449,0.023264024406671524,0.1066615954041481
27,0.019974973052740097,0.11580167710781097,0.022594528272747993,0.10773716866970062
28,0.01996023952960968,0.1157747134566307,0.022537680342793465,0.10703086853027344
29,0.01992579735815525,0.11585653573274612,0.023120539262890816,0.10679235309362411
30,0.01986045017838478,0.11606323719024658,0.022085579112172127,0.10723525285720825
31,0.01984216831624508,0.11589622497558594,0.021856365725398064,0.10715151578187943
32,0.019802987575531006,0.11597749590873718,0.022207491099834442,0.10764162242412567
33,0.019802886992692947,0.11609113961458206,0.022535080090165138,0.10736546665430069
34,0.01972588710486889,0.11629385501146317,0.022950368002057076,0.1069822758436203
35,0.019727027043700218,0.11612647771835327,0.0225825272500515,0.10714376717805862
36,0.019767211750149727,0.1160297766327858,0.022548947483301163,0.1068456694483757
37,0.019749261438846588,0.11624724417924881,0.02201906591653824,0.10784108936786652
38,0.01977960392832756,0.11611903458833694,0.022046739235520363,0.10726698487997055
39,0.019625630229711533,0.11626371741294861,0.02252320758998394,0.10723286122083664
40,0.019711313769221306,0.11635728180408478,0.022936053574085236,0.10659269243478775
41,0.01967502385377884,0.11624933034181595,0.02218437008559704,0.10674713551998138
42,0.019612712785601616,0.11659154295921326,0.02233722247183323,0.1068902313709259
43,0.019591158255934715,0.11635424941778183,0.022355306893587112,0.10696743428707123
44,0.019528118893504143,0.11659379303455353,0.022146686911582947,0.10727227479219437
45,0.019608905538916588,0.11650458723306656,0.0224018394947052,0.10696937143802643
46,0.019617604091763496,0.11646419763565063,0.022241802886128426,0.10699591785669327
47,0.019498208537697792,0.11647630482912064,0.022547926753759384,0.10666472464799881
48,0.019584374502301216,0.11658328771591187,0.021893441677093506,0.10730691999197006
49,0.019548842683434486,0.11672965437173843,0.022229192778468132,0.10717716813087463
