epoch,train_acc,train_loss,val_acc,val_loss
1,79.61646304826758,0.5168716271284609,76.82926829268293,0.7289525251613715
2,93.42579611456038,0.18115668609624944,69.76744186046511,1.0333282364679208
3,97.16352894051671,0.08112631356871494,70.98695405558708,1.1838930553830083
4,98.36521129581413,0.04836983469178896,74.3335224049915,1.304577412790557
5,98.63809333066293,0.04053330115797496,73.6528644356211,1.1802659090175185
6,,,68.87958532695376,0.9445966393040698
