epoch,loss,psnr,ssim,val_loss,val_psnr,val_ssim
0,0.027959313243627548,16.34874153137207,0.38187047839164734,0.017602963373064995,18.208223342895508,0.41482600569725037
1,0.018226686865091324,18.196290969848633,0.42626839876174927,0.013656777329742908,19.557329177856445,0.4392603933811188
2,0.016658112406730652,18.654855728149414,0.43782222270965576,0.012691576033830643,19.95743751525879,0.44632551074028015
3,0.01537774782627821,19.041013717651367,0.44518280029296875,0.012007542885839939,20.094375610351562,0.4625951945781708
4,0.01478917058557272,19.267850875854492,0.4514504373073578,0.011952267028391361,20.06456756591797,0.4552290141582489
5,0.014530208893120289,19.39322280883789,0.4545232355594635,0.011197305284440517,20.680463790893555,0.4771327078342438
6,0.013637501746416092,19.668682098388672,0.46206656098365784,0.01207475084811449,20.149782180786133,0.44335898756980896
7,0.013593506999313831,19.68242835998535,0.46014389395713806,0.010529289953410625,20.824792861938477,0.4864639341831207
8,0.013138772919774055,19.924673080444336,0.46793851256370544,0.010529185645282269,20.70816993713379,0.4494049549102783
9,0.012899313122034073,19.982149124145508,0.4679524302482605,0.009575016796588898,21.05513572692871,0.47839105129241943
10,0.012800386175513268,20.030057907104492,0.46892425417900085,0.010135426186025143,20.89044761657715,0.47518864274024963
11,0.012407230213284492,20.19630241394043,0.4731788635253906,0.010034099221229553,21.271217346191406,0.4750617742538452
12,0.012384369969367981,20.239866256713867,0.47478345036506653,0.009965983219444752,21.076059341430664,0.4772054851055145
13,0.012098558247089386,20.328256607055664,0.47704964876174927,0.010019511915743351,21.088516235351562,0.4708561599254608
14,0.012044984847307205,20.36254119873047,0.47247856855392456,0.010115860030055046,21.13130760192871,0.4738650321960449
15,0.011988907121121883,20.41694450378418,0.478885680437088,0.010255295783281326,21.003564834594727,0.4682469367980957
16,0.011958453804254532,20.433120727539062,0.4802762567996979,0.010613168589770794,20.962034225463867,0.4663395881652832
17,0.011534038931131363,20.60908317565918,0.48314908146858215,0.010362404398620129,20.909101486206055,0.4534212052822113
18,0.011451014317572117,20.648523330688477,0.48664066195487976,0.008741079829633236,21.74554443359375,0.5041391253471375
19,0.011304275132715702,20.694852828979492,0.4864267110824585,0.009455072693526745,21.252824783325195,0.4777517318725586
20,0.011334206908941269,20.71864891052246,0.4841621518135071,0.010228675790131092,21.129549026489258,0.46438562870025635
21,0.011129841208457947,20.778615951538086,0.487807959318161,0.009437368251383305,21.35894012451172,0.4756786525249481
22,0.011115184985101223,20.805347442626953,0.48905131220817566,0.0089882118627429,21.584230422973633,0.4881921112537384
23,0.010999958030879498,20.884225845336914,0.4916419982910156,0.00871241744607687,21.63947868347168,0.49530017375946045
24,0.010978123173117638,20.863744735717773,0.48864609003067017,0.009793367236852646,21.010723114013672,0.46991875767707825
25,0.011121737770736217,20.81709098815918,0.4865624010562897,0.009067191742360592,21.517616271972656,0.4851682186126709
26,0.01079210452735424,20.981887817382812,0.4914829134941101,0.00923274364322424,21.567991256713867,0.48032113909721375
27,0.01090523973107338,20.937885284423828,0.4916499853134155,0.008310604840517044,22.057891845703125,0.4992786943912506
28,0.010539288632571697,21.11181640625,0.4957908093929291,0.010581527836620808,20.802988052368164,0.45083513855934143
29,0.010807719081640244,20.994977951049805,0.49236220121383667,0.00923208612948656,21.444860458374023,0.47336211800575256
30,0.010531183332204819,21.099416732788086,0.49812963604927063,0.009051716886460781,21.6009521484375,0.4980975389480591
31,0.01056591421365738,21.0671329498291,0.49472811818122864,0.008675348944962025,22.023378372192383,0.4965170919895172
32,0.010538381524384022,21.100339889526367,0.49520692229270935,0.0087308743968606,21.718406677246094,0.4938110411167145
33,0.010458109900355339,21.129688262939453,0.49585703015327454,0.00913757923990488,21.702438354492188,0.4963339567184448
34,0.010353433899581432,21.1871395111084,0.49753379821777344,0.009718569926917553,21.279621124267578,0.4655122756958008
35,0.01033842284232378,21.188282012939453,0.4991498589515686,0.008730250410735607,21.973844528198242,0.5024447441101074
36,0.010248350910842419,21.203807830810547,0.4991721212863922,0.008682681247591972,21.60773277282715,0.4803621768951416
37,0.010317226871848106,21.215824127197266,0.49909648299217224,0.00863585527986288,21.935941696166992,0.49456787109375
38,0.010236063040792942,21.21142578125,0.4981014132499695,0.008447560481727123,21.768651962280273,0.4775530993938446
39,0.010288598947227001,21.264877319335938,0.49853187799453735,0.008807975798845291,21.649003982543945,0.49987173080444336
40,0.01003745011985302,21.359310150146484,0.5029586553573608,0.008842815645039082,21.62200164794922,0.48849010467529297
41,0.010095491074025631,21.33267593383789,0.4995899498462677,0.008856520056724548,21.89776611328125,0.4900342524051666
42,0.010018287226557732,21.39080238342285,0.5040905475616455,0.008253652602434158,21.893587112426758,0.501303493976593
43,0.009881249628961086,21.463714599609375,0.507084310054779,0.008647940121591091,21.827253341674805,0.49724844098091125
44,0.010041010566055775,21.37035369873047,0.5005527138710022,0.00760447233915329,22.27253532409668,0.5105910897254944
45,0.009785273112356663,21.512807846069336,0.5086020231246948,0.009052884764969349,21.59039878845215,0.49678540229797363
46,0.009716203436255455,21.51308250427246,0.5084077715873718,0.009043556638062,21.859743118286133,0.4983958899974823
47,0.00982176885008812,21.481910705566406,0.5061872601509094,0.00909669604152441,21.782508850097656,0.48484599590301514
48,0.00992546696215868,21.432462692260742,0.5034285187721252,0.008256823755800724,22.085824966430664,0.5069206357002258
49,0.010015388950705528,21.410198211669922,0.5022611618041992,0.00919890683144331,21.652496337890625,0.5016593933105469
