epoch,loss,psnr,val_loss,val_psnr
0,0.006998755037784576,22.606037139892578,0.0027060897555202246,26.45543098449707
1,0.003674619598314166,24.44072151184082,0.0029787879902869463,25.916013717651367
2,0.0034303886350244284,24.71402359008789,0.0032413522712886333,25.56464958190918
3,0.0032270445954054594,24.961151123046875,0.002451067790389061,26.470333099365234
4,0.0031299320980906487,25.08580207824707,0.0038562784902751446,24.295257568359375
5,0.003058405127376318,25.175960540771484,0.0016886771190911531,27.791006088256836
6,0.002996830502524972,25.260961532592773,0.0024758148938417435,26.15345573425293
7,0.002957018092274666,25.31647300720215,0.002090051304548979,26.869596481323242
8,0.0029216560069471598,25.372486114501953,0.0030941807199269533,25.166698455810547
9,0.0028856636490672827,25.417282104492188,0.0032595605589449406,24.973674774169922
10,0.0028571095317602158,25.459823608398438,0.0030754017643630505,25.185335159301758
11,0.0028370136860758066,25.493223190307617,0.0028151250444352627,25.57482147216797
12,0.002811240963637829,25.52849769592285,0.0027392490301281214,25.68485450744629
13,0.0027960804291069508,25.550798416137695,0.0031945924274623394,25.009990692138672
14,0.0027873259969055653,25.567554473876953,0.002591935219243169,25.922954559326172
